Price,Close,High,Low,Open,Volume
Ticker,CPB,CPB,CPB,CPB,CPB
Date,,,,,
2020-11-27,41.26914596557617,41.63145191750333,41.03322700679747,41.446085184660205,434100
2020-11-30,42.145423889160156,42.170700003875346,41.109061401822814,41.302852447667526,2449500
2020-12-01,42.33920669555664,42.40661394055261,41.875793135749575,42.11171206492677,1910200
2020-12-02,41.3449821472168,42.777354301916446,40.83101303163441,42.38134467892901,2324100
2020-12-03,41.06692123413086,41.63144238890228,40.87312703188424,41.29441262708226,1793100
2020-12-04,40.86471176147461,41.17646227082563,40.83100813501647,40.96581942669432,1635300
2020-12-07,40.70462417602539,41.11748234876022,40.552961071792886,40.99109857133627,2670400
2020-12-08,40.662498474121094,40.89842067567568,40.09797712165667,40.77203366719447,2952200
2020-12-09,39.836769104003906,40.578232730630184,39.28067218757279,40.34231380067588,5747100
2020-12-10,39.862056732177734,40.08955141094909,39.49975074904057,39.777797658102216,2810300
2020-12-11,39.77779769897461,40.02214419281214,39.60928276480544,39.76094588414219,2138800
2020-12-14,39.35650634765625,40.26648493366555,39.28067479882214,39.87890289035992,2238900
2020-12-15,39.44919204711914,39.60085515377663,39.129014020380595,39.44919204711914,1665800
2020-12-16,39.69353485107422,39.91260197701968,39.4407641013973,39.4407641013973,1774100
2020-12-17,40.258060455322266,40.35074382356828,39.668263046765496,39.9041820101882,1777900
2020-12-18,40.08111572265625,40.401293710538745,39.912600823025755,40.24963062228674,4015300
2020-12-21,40.71304702758789,40.77202676445243,39.55872518789748,40.00528697105885,3087900
2020-12-22,40.241207122802734,40.88156316243086,40.0558436074617,40.763603685171645,2198300
2020-12-23,40.536109924316406,40.72990095753931,40.283339151162835,40.443426557523985,957000
2020-12-24,40.90684127807617,40.99952464736257,40.44342764579903,40.44342764579903,673900
2020-12-28,40.80573272705078,41.10063142826625,40.502406511997854,40.90684039401683,993400
2020-12-29,40.79730987548828,41.142767270897465,40.721481527214245,40.831013506380174,1135600
2020-12-30,40.46027755737305,40.932118681485356,40.325466266791636,40.75517625109655,1106100
2020-12-31,40.738319396972656,40.78045053156666,40.2243536249614,40.44342073974043,869300
2021-01-04,40.88998794555664,41.00794742421115,40.32546666509442,40.61194106217883,2134000
2021-01-05,41.20173645019531,41.26914048053573,40.55295618562786,40.55295618562786,2479500
2021-01-06,40.36758804321289,41.521909743862054,40.03055826102205,41.184883175825426,3058800
2021-01-07,40.09587097167969,40.69875176255406,40.01095613123755,40.33362604657776,2339800
2021-01-08,39.790184020996094,40.240221338205764,39.36561953633189,40.172292705027864,3143400
2021-01-11,39.085411071777344,39.9685061049385,38.92407771038403,39.79018977300319,1990500
2021-01-12,38.62687683105469,39.170318833335436,38.27873409589547,39.05993116438158,3208900
2021-01-13,38.575927734375,38.856138598253,38.083431397807246,38.61838353324502,3058400
2021-01-14,38.94954299926758,39.21277413290594,38.31269630361298,38.81368250042806,2588100
2021-01-15,39.41656494140625,39.46751384533105,38.6608406819564,38.82217725813329,3477100
2021-01-19,39.38260269165039,39.72225233749453,39.246742185478745,39.56091899865631,2570600
2021-01-20,39.093894958496094,39.31466704514426,38.7032964456426,39.26372138470143,2519800
2021-01-21,39.58639144897461,39.59488455256142,38.992000525525874,39.034459565120024,1808500
2021-01-22,39.552425384521484,39.77319747143211,38.95803451168103,39.61186414788857,1770600
2021-01-25,40.75819396972656,41.58185017606593,39.41656853008802,39.5524322862572,4226700
2021-01-26,42.41399383544922,42.49041557436308,40.45250469610694,40.68176991284851,3477800
2021-01-27,44.75758361816406,45.657661419804874,42.43097224211906,42.558339633835125,5732300
2021-01-28,41.39504623413086,45.428409713353865,40.78367220706139,44.15471598307292,6513500
2021-01-29,40.851600646972656,42.541365705956046,40.49496474821918,41.471464488036396,4264500
2021-02-01,40.783668518066406,41.02142686218234,40.27419236770581,40.79216162276896,2367400
2021-02-02,40.12982940673828,40.81762496500816,39.985479052072165,40.81762496500816,2439500
2021-02-03,40.010955810546875,40.146816314995405,39.28070438444729,40.0364318820603,1567000
2021-02-04,39.84961700439453,40.248708598573614,39.620351827259924,39.976987626970256,2046500
2021-02-05,40.3336296081543,40.537422004040934,39.662816885691505,39.89208211637513,1290100
2021-02-08,40.010955810546875,40.5119420280452,39.60337429720128,40.41004745950128,1957000
