Price,Close,High,Low,Open,Volume
Ticker,JBL,JBL,JBL,JBL,JBL
Date,,,,,
2020-11-27,38.652095794677734,38.85816090906219,38.26940236989645,38.35771652509486,262100
2020-11-30,37.504005432128906,38.32826941118343,37.43531707914391,38.210514740436714,1240800
2020-12-01,38.04370880126953,38.465653763905934,37.78857737383414,38.112397167909386,498500
2020-12-02,38.72077941894531,38.897407707687385,37.85726749980077,38.11239517063097,875600
2020-12-03,38.78946304321289,38.96609131037691,38.377332915319904,38.54414642140004,949900
2020-12-04,39.79035568237305,39.849233019724466,38.90721808150943,39.005343233860515,606400
2020-12-07,39.966976165771484,40.03566450768393,39.38802889591382,39.81978846591649,735000
2020-12-08,39.46653747558594,40.06511060382786,38.88759012536245,38.96608949420179,936400
2020-12-09,38.81890869140625,39.731486944094904,38.65209142014006,39.388041382422195,623400
2020-12-10,39.17216110229492,39.309541571408616,38.32827496572104,38.39696332866037,593200
2020-12-11,38.877777099609375,39.662789539205065,38.58339790266531,39.015153808634295,680400
2020-12-14,39.55485153198242,39.849230715246364,39.32916070003891,39.564662549356306,819200
2020-12-15,40.70294189453125,40.71275665765331,39.61373526857577,40.05530602818413,792300
2020-12-16,40.29080581665039,41.01694096610678,39.93754926038088,40.88937526673505,1221800
2020-12-17,43.264041900634766,44.53968765405578,42.49865519722911,43.77430095065013,3810300
2020-12-18,41.63513946533203,43.15610184907026,41.53701430892367,43.15610184907026,3840100
2020-12-21,41.3309440612793,41.507572331290994,40.30061498170082,40.8697513502351,1232500
2020-12-22,41.84121322631836,42.11596671589072,41.3898314239536,41.3898314239536,925200
2020-12-23,42.518272399902344,42.8322773299153,42.01782446922079,42.15520115819721,727100
2020-12-24,42.066898345947266,42.704723137062935,41.723456531183466,42.508469067240036,329100
2020-12-28,42.02764892578125,42.881349792274,41.86083166265342,42.67528471126453,619200
2020-12-29,41.066001892089844,42.17483409503435,40.889373621063825,41.90008067043151,529200
2020-12-30,41.497764587402344,41.89026897365836,41.213196380683144,41.213196380683144,411900
2020-12-31,41.73326110839844,42.15520598325528,41.37019356837086,41.55663284714514,517700
2021-01-04,41.3800048828125,42.43977445793665,40.85012383848491,42.19445784257286,716500
2021-01-05,42.25333786010742,42.46921394993213,41.23281977703428,41.23281977703428,903300
2021-01-06,43.16590881347656,43.71541557928012,42.53789519890463,42.86171489438238,1442700
