Price,Close,High,Low,Open,Volume
Ticker,SNA,SNA,SNA,SNA,SNA
Date,,,,,
2020-11-27,155.62680053710938,155.62680053710938,153.15611731925043,154.36948310816396,196300
2020-11-30,154.6156768798828,155.54767707507483,153.70125197483446,154.47499406122122,430900
2020-12-01,154.56288146972656,156.86651858593245,153.41987067940434,156.5939540615864,408600
2020-12-02,154.76516723632812,155.08169691087576,152.64617728772444,153.43749476596673,473400
2020-12-03,156.0224609375,158.49314418269634,154.5365305659402,154.76514349464273,767100
2020-12-04,159.2581024169922,159.34601911638458,155.82024150557717,156.36537065706682,393400
2020-12-07,158.13262939453125,159.70647612974804,157.33251114618835,158.35244121553214,521800
2020-12-08,159.07345581054688,159.84719790238805,156.5588074283152,156.97205482588927,333400
2020-12-09,160.0934295654297,161.1045590964933,158.53715731436358,159.7417224208707,356000
2020-12-10,158.9503631591797,160.22526936041368,157.01602132803995,159.19655138771097,494200
2020-12-11,158.9503631591797,160.4802586504118,158.04473930074263,158.04473930074263,477100
2020-12-14,154.0265655517578,160.32198066490835,153.89468379758983,160.3044053751871,424100
2020-12-15,153.8155517578125,155.65317571687314,152.7164924402521,155.63558701124177,645300
2020-12-16,151.1602020263672,154.4661672155526,150.3688847819278,154.16722633798656,707100
2020-12-17,150.4919891357422,152.1098011418595,149.13794061825763,151.2305537364152,755700
2020-12-18,149.34901428222656,150.9756278874506,147.56414253141583,150.6151331119407,1223900
2020-12-21,149.2170867919922,149.6303207398771,145.56820191890355,147.72235543256375,381000
2020-12-22,147.3091278076172,149.64792949755872,146.6848695636778,149.48967137923702,367400
2020-12-23,147.57290649414062,149.04124830186453,147.13328271639384,147.92461356608985,255600
2020-12-24,149.26983642578125,149.38412946593388,147.40582279511003,148.98847081501927,106400
2020-12-28,149.7974090576172,151.14265680997138,148.75990333122792,150.16669143902288,280700
2020-12-29,148.4697265625,150.8085280249016,147.07172632165714,150.70300920670013,154500
2020-12-30,150.3073272705078,151.15141060422562,148.80382186040816,148.80382186040816,259900
2020-12-31,150.47447204589844,150.69428400187388,148.84785820517732,149.78865981655562,287800
2021-01-04,146.76400756835938,151.23058697980642,145.9551013874876,150.98439872546516,414700
2021-01-05,146.58816528320312,148.60163644363504,146.29801195666633,146.96623532258937,363100
2021-01-06,152.6549530029297,153.8859076038539,147.7663388463019,147.7663388463019,338600
2021-01-07,154.63327026367188,155.0992704157946,151.1426562376748,153.32319993331896,361000
2021-01-08,152.0131072998047,154.8706618169455,150.14030573844687,154.81790911092182,277600
2021-01-11,150.69422912597656,153.20887752326678,150.05238220481135,150.65026406754012,254000
2021-01-12,153.21768188476562,153.63092932990037,150.23703305860988,151.6526222306929,367100
2021-01-13,150.87008666992188,153.80677032123745,149.85895733525584,153.35835889231004,313300
2021-01-14,149.5600128173828,152.3208495728889,149.35777622226806,152.07466133351278,320000
2021-01-15,148.21478271484375,149.08522930143903,145.84960439110677,148.39062956149147,383600
2021-01-19,151.64382934570312,152.4527354994833,148.5928392070278,149.56001689972865,481600
2021-01-20,154.2991485595703,155.57405475094575,152.13619380705413,152.17137122014498,442800
2021-01-21,154.8442840576172,156.05764995015332,152.66375392550745,153.85953111077782,418200
2021-01-22,156.4884796142578,157.38531589715004,153.27044368667976,154.70360811062392,542700
2021-01-25,157.62271118164062,160.67370123672845,155.14322666442112,156.37418127743004,662800
2021-01-26,157.98324584960938,158.6778591580643,155.29274959902887,158.6778591580643,463800
2021-01-27,164.94683837890625,167.04823939289395,155.626809398698,156.0576455088051,1211600
